,game_str,play_id,player_position,event_code,home_team,top_bottom_inning,pitcher,batter,player_name,field_x,field_y,pickoff,lead_distance,count_on_first,stolen_bases,steal_score,is_home,avg_rel_point,pitcher_hand,avg_stance,batter_hand,play_per_game_x,runs,away_score,home_score,run_diff,play_per_game_y,outs
26,y1_d038_HMN_RZQ,85,1,6,RZQ,top,RZQ-0246,HMN-1140,HMN-1397,54.4623,73.1589,1,11.972959521226707,19.0,0.0,0.0,1,0.9308021878172589,1,2.596411764705882,1,85.0,0.0,0.0,3.0,3.0,85.0,0.0
27,y1_d038_HMN_RZQ,105,1,6,RZQ,bottom,HMN-1764,RZQ-0214,RZQ-0333,53.3103,75.8889,1,14.774257776883154,230.0,6.0,0.046741551371166645,0,-1.5917732872340429,0,-1.9239541533546327,0,105.0,0.0,0.0,3.0,3.0,105.0,0.0
28,y1_d039_HMN_RZQ,41,1,6,RZQ,top,RZQ-0325,HMN-1397,HMN-1212,54.2739,73.0998,1,12.062164333796368,11.0,0.0,0.0,1,-0.0037463153815621023,0,-2.0665051948051945,0,41.0,0.0,4.0,0.0,-4.0,41.0,0.0
29,y1_d040_TKJ_YJD,15,1,6,YJD,top,YJD-0191,TKJ-1568,TKJ-1132,55.5957,72.6084,1,10.798304571598448,12.0,0.0,0.0,1,1.1028162615606938,1,-2.6930199999999997,0,15.0,0.0,0.0,0.0,0.0,15.0,0.0
30,y1_d040_TKJ_YJD,94,1,6,YJD,bottom,TKJ-1429,YJD-0193,NA,55.6653,70.0734,1,8.99469861196512,0.0,0.0,0.0,0,0.8768601304347825,1,0.4631986547085202,1,94.0,0.0,1.0,0.0,-1.0,94.0,0.0
31,y1_d040_TKJ_YJD,159,1,6,YJD,top,YJD-0191,TKJ-1690,TKJ-2441,58.194,70.3959,1,7.429141594074839,7.0,0.0,0.0,1,1.1028162615606938,1,-0.3559444444444445,0,159.0,0.0,2.0,4.0,2.0,159.0,0.0
32,y1_d040_TKJ_YJD,184,1,6,YJD,bottom,TKJ-1295,YJD-0327,YJD-0166,57.3846,69.8283,1,7.549087682822577,95.0,0.0,0.0,0,-1.8483335217391303,0,-2.1322480059084192,0,184.0,0.0,3.0,4.0,1.0,184.0,0.0
35,y1_d040_TKJ_YJD,244,1,6,YJD,bottom,TKJ-1295,YJD-0374,YJD-0327,57.504,72.0189,1,9.137565605569,158.0,1.0,0.0,0,-1.8483335217391303,0,-1.9936329729729731,0,244.0,0.0,4.0,5.0,1.0,244.0,0.0
36,y1_d041_TKJ_YJD,51,1,6,YJD,bottom,TKJ-1551,YJD-0374,YJD-0327,58.9197,68.2143,1,5.322878561178501,158.0,1.0,0.0,0,0.6802830861702126,1,-1.9936329729729731,0,51.0,0.0,0.0,0.0,0.0,51.0,1.0
37,y1_d041_TKJ_YJD,89,1,6,YJD,bottom,TKJ-1551,YJD-0345,YJD-0025,59.3346,67.5975,1,4.5973513157668195,147.0,0.0,0.0,0,0.6802830861702126,1,1.966541545524101,1,89.0,0.0,2.0,0.0,-2.0,89.0,0.0
38,y1_d041_TKJ_YJD,103,1,6,YJD,top,YJD-0293,TKJ-1401,TKJ-1568,55.8177,71.931,1,10.149062781211441,12.0,0.0,0.0,1,-1.2508235194613377,0,-0.7357258064516128,0,103.0,0.0,2.0,0.0,-2.0,103.0,0.0
39,y1_d041_TKJ_YJD,132,1,6,YJD,bottom,TKJ-1551,YJD-0374,YJD-0327,59.2965,68.9145,1,5.584117536302696,158.0,1.0,0.0,0,0.6802830861702126,1,-1.9936329729729731,0,132.0,0.0,3.0,0.0,-3.0,132.0,0.0
40,y1_d041_TKJ_YJD,140,1,6,YJD,bottom,TKJ-1551,YJD-0025,YJD-0193,57.0651,70.4532,1,8.218578047943627,89.0,2.0,0.015576341136178545,0,0.6802830861702126,1,-1.5608614065180104,0,140.0,0.0,3.0,3.0,0.0,140.0,1.0
41,y1_d041_TKJ_YJD,147,1,6,YJD,bottom,TKJ-1551,YJD-0345,YJD-0193,58.3659,68.5236,1,5.937354852099622,89.0,2.0,0.015576341136178545,0,0.6802830861702126,1,1.966541545524101,1,147.0,0.0,3.0,3.0,0.0,147.0,0.0
42,y1_d041_TKJ_YJD,203,1,6,YJD,top,YJD-0293,TKJ-2441,TKJ-2254,53.457,72.405,1,12.184677294226312,15.0,0.0,0.0,1,-1.2508235194613377,0,1.075546153846154,1,203.0,0.0,3.0,3.0,0.0,203.0,0.0
43,y1_d041_TKJ_YJD,262,1,6,YJD,top,YJD-0157,TKJ-2441,TKJ-2254,57.3012,69.1008,1,7.115605900351753,15.0,0.0,0.0,1,2.09331107980456,1,1.075546153846154,1,262.0,0.0,5.0,3.0,-2.0,262.0,0.0
44,y1_d041_TKJ_YJD,265,1,6,YJD,top,YJD-0157,TKJ-2441,TKJ-2254,49.0932,74.5104,1,16.907688685512813,15.0,0.0,0.0,1,2.09331107980456,1,1.075546153846154,1,265.0,0.0,5.0,3.0,-2.0,265.0,0.0
45,y1_d043_WJU_QEA,42,1,6,QEA,top,QEA-0313,WJU-1579,NA,58.0404,70.0956,1,7.296789544618498,0.0,0.0,0.0,1,-2.130294292412451,0,0.7046954545454545,1,42.0,0.0,0.0,2.0,2.0,42.0,0.0
46,y1_d043_WJU_QEA,105,1,6,QEA,bottom,WJU-1694,QEA-0252,NA,57.1644,69.4608,1,7.456446577105959,0.0,0.0,0.0,0,-1.1918291020408165,0,-0.6225076530612244,0,105.0,0.0,0.0,2.0,2.0,105.0,0.0
47,y1_d044_WJU_QEA,24,1,6,QEA,bottom,WJU-1248,QEA-0249,QEA-0364,54.0072,74.0529,1,12.935736648126523,63.0,0.0,0.0,0,-2.3180784374999996,0,1.2282871271585558,1,24.0,0.0,0.0,0.0,0.0,24.0,0.0
48,y1_d044_WJU_QEA,165,1,6,QEA,top,QEA-0127,WJU-1528,WJU-2325,59.523,72.339,1,8.378817684430416,26.0,0.0,0.0,1,-0.33229551139896363,0,0.06310555555555558,1,165.0,0.0,0.0,2.0,2.0,165.0,0.0
49,y1_d044_WJU_QEA,172,1,6,QEA,top,QEA-0127,WJU-1528,WJU-2325,56.2938,71.1675,1,9.268257302899569,26.0,0.0,0.0,1,-0.33229551139896363,0,0.06310555555555558,1,172.0,0.0,0.0,2.0,2.0,172.0,0.0
50,y1_d045_MHY_RZQ,26,1,6,RZQ,bottom,MHY-2435,RZQ-0038,RZQ-0355,56.3427,69.8736,1,8.346211869795287,366.0,3.0,0.00900501875957467,0,2.848401406779661,1,-2.184608108108108,0,26.0,0.0,0.0,0.0,0.0,26.0,0.0
51,y1_d045_MHY_RZQ,40,1,6,RZQ,top,RZQ-0339,MHY-2352,MHY-1213,53.8161,71.2794,1,11.192907761853737,4.0,0.0,0.0,1,-0.8940142792479108,0,2.1421791666666667,1,40.0,0.0,0.0,0.0,0.0,40.0,0.0
52,y1_d045_MHY_RZQ,41,1,6,RZQ,top,RZQ-0339,MHY-2352,MHY-1213,54.6861,70.9947,1,10.33586005870949,4.0,0.0,0.0,1,-0.8940142792479108,0,2.1421791666666667,1,41.0,0.0,0.0,0.0,0.0,41.0,0.0
53,y1_d045_MHY_RZQ,81,1,6,RZQ,bottom,MHY-2435,RZQ-0388,RZQ-0347,57.483,67.0572,1,5.787848310385782,326.0,8.0,0.05102924028662174,0,2.848401406779661,1,1.5484200000000001,1,81.0,0.0,2.0,1.0,-1.0,81.0,0.0
54,y1_d045_VHS_YJD,192,1,6,YJD,bottom,VHS-2048,YJD-0025,YJD-0210,54.4833,73.8045,1,12.431468164637892,95.0,1.0,0.0,0,-1.4857146350000001,0,-1.5608614065180104,0,192.0,0.0,1.0,2.0,1.0,192.0,1.0
55,y1_d045_WJU_QEA,2,1,6,QEA,top,QEA-0013,WJU-2251,NA,56.0769,74.5533,1,12.030354005070791,0.0,0.0,0.0,1,-1.151004739884393,0,0.70498125,1,2.0,0.0,0.0,0.0,0.0,2.0,0.0
56,y1_d045_WJU_QEA,69,1,6,QEA,bottom,WJU-1779,QEA-0120,NA,54.4623,72.7755,1,11.699397419957421,0.0,0.0,0.0,0,-2.199921585365854,0,-1.1097774480712164,0,69.0,0.0,2.0,0.0,-2.0,69.0,0.0
57,y1_d045_WJU_QEA,103,1,6,QEA,top,QEA-0013,WJU-1579,NA,56.4003,71.7549,1,9.625778689362894,0.0,0.0,0.0,1,-1.151004739884393,0,0.7046954545454545,1,103.0,0.0,2.0,0.0,-2.0,103.0,0.0
58,y1_d046_MHY_RZQ,94,1,6,RZQ,top,RZQ-0351,MHY-1141,MHY-1021,57.1251,70.2819,1,8.053843163983359,28.0,0.0,0.0,1,1.9121875112252966,1,1.4665645161290322,1,94.0,0.0,0.0,1.0,1.0,94.0,0.0
59,y1_d046_MHY_RZQ,95,1,6,RZQ,top,RZQ-0351,MHY-1141,MHY-1021,55.9479,70.2915,1,8.918099264857716,28.0,0.0,0.0,1,1.9121875112252966,1,1.4665645161290322,1,95.0,0.0,0.0,1.0,1.0,95.0,0.0
60,y1_d046_MHY_RZQ,233,1,6,RZQ,top,RZQ-0179,MHY-1398,MHY-1634,58.0803,65.7141,1,4.678123050342327,12.0,0.0,0.0,1,2.9099349080536907,1,-0.8847676056338029,0,233.0,0.0,2.0,3.0,1.0,233.0,0.0
61,y1_d046_MHY_RZQ,234,1,6,RZQ,top,RZQ-0179,MHY-1398,MHY-1634,55.8282,70.797,1,9.344053626445353,12.0,0.0,0.0,1,2.9099349080536907,1,-0.8847676056338029,0,234.0,0.0,2.0,3.0,1.0,234.0,1.0
62,y1_d046_MHY_RZQ,240,1,6,RZQ,top,RZQ-0179,MHY-1021,MHY-1634,58.6092,65.5293,1,4.118032519461858,12.0,0.0,0.0,1,2.9099349080536907,1,1.9627537500000003,1,240.0,0.0,2.0,3.0,1.0,240.0,0.0
63,y1_d046_MHY_RZQ,241,1,6,RZQ,top,RZQ-0179,MHY-1021,MHY-1634,57.5499,69.9831,1,7.543719100585367,12.0,0.0,0.0,1,2.9099349080536907,1,1.9627537500000003,1,241.0,0.0,2.0,3.0,1.0,241.0,0.0
64,y1_d046_VHS_YJD,101,1,6,YJD,bottom,VHS-1007,YJD-0025,NA,56.3607,73.5522,1,11.050112817775288,0.0,0.0,0.0,0,-2.812019925,0,-1.5608614065180104,0,101.0,0.0,1.0,1.0,0.0,101.0,0.0
65,y1_d046_VHS_YJD,250,1,6,YJD,top,YJD-0177,VHS-2566,NA,55.3191,72.9075,1,11.205643903869442,0.0,0.0,0.0,1,-1.8615383315217389,0,1.5161027027027025,1,250.0,0.0,1.0,1.0,0.0,250.0,0.0
67,y1_d046_WJU_QEA,29,1,6,QEA,bottom,WJU-2431,QEA-0365,NA,53.8434,73.2582,1,12.478793639646565,0.0,0.0,0.0,0,-2.7128381839285716,0,1.0492332326283986,1,29.0,0.0,0.0,0.0,0.0,29.0,0.0
68,y1_d046_WJU_QEA,32,1,6,QEA,bottom,WJU-2431,QEA-0369,QEA-0365,53.8248,73.395,1,12.588250324372654,199.0,1.0,0.0,0,-2.7128381839285716,0,-1.0042946218487396,0,32.0,0.0,0.0,0.0,0.0,32.0,0.0
69,y1_d046_WJU_QEA,200,1,6,QEA,top,QEA-0403,WJU-2497,NA,57.1959,72.0678,1,9.361037256083877,0.0,0.0,0.0,1,-1.7599183455696203,0,-0.08037894736842104,0,200.0,0.0,3.0,0.0,-3.0,200.0,0.0
70,y1_d046_WJU_QEA,276,1,6,QEA,bottom,WJU-1792,QEA-0263,NA,56.9343,72.2562,1,9.669877514422957,0.0,0.0,0.0,0,-1.5322272642857142,0,1.2848490476190475,1,276.0,0.0,3.0,0.0,-3.0,276.0,0.0
71,y1_d047_MHY_RZQ,27,1,6,RZQ,bottom,MHY-1771,RZQ-0038,RZQ-0274,57.9993,68.8593,1,6.434423269185533,179.0,2.0,0.007744661235306652,0,2.345764530612245,1,-2.184608108108108,0,27.0,0.0,0.0,0.0,0.0,27.0,0.0
72,y1_d047_MHY_RZQ,33,1,6,RZQ,bottom,MHY-1771,RZQ-0355,RZQ-0274,55.0575,71.3157,1,10.263372257509968,179.0,2.0,0.007744661235306652,0,2.345764530612245,1,-2.3625779411764705,0,33.0,0.0,0.0,0.0,0.0,33.0,0.0
73,y1_d047_VHS_YJD,37,1,6,YJD,top,YJD-0357,VHS-1556,VHS-1235,55.7613,72.2856,1,10.447685713422123,6.0,0.0,0.0,1,-1.9426641470588237,0,-0.6049457142857142,0,37.0,0.0,1.0,0.0,-1.0,37.0,1.0
74,y1_d047_VHS_YJD,40,1,6,YJD,top,YJD-0357,VHS-1556,VHS-1235,54.8211,74.0886,1,12.42402768645727,6.0,0.0,0.0,1,-1.9426641470588237,0,-0.6049457142857142,0,40.0,0.0,1.0,0.0,-1.0,40.0,0.0
75,y1_d047_VHS_YJD,87,1,6,YJD,bottom,VHS-1066,YJD-0172,YJD-0025,55.8774,70.8516,1,9.345013606409386,147.0,0.0,0.0,0,-2.7642388888888885,0,-1.7907712707182322,0,87.0,0.0,3.0,0.0,-3.0,87.0,1.0
76,y1_d047_VHS_YJD,93,1,6,YJD,bottom,VHS-1066,YJD-0210,YJD-0025,56.5263,71.7528,1,9.540849527724863,147.0,0.0,0.0,0,-2.7642388888888885,0,1.6416128048780487,1,93.0,0.0,3.0,0.0,-3.0,93.0,0.0
77,y1_d047_VHS_YJD,111,1,6,YJD,top,YJD-0357,VHS-1194,NA,55.4805,73.3254,1,11.415509520346982,0.0,0.0,0.0,1,-1.9426641470588237,0,1.1176323529411765,1,111.0,1.0,4.0,1.0,-3.0,111.0,0.0
78,y1_d047_VHS_YJD,113,1,6,YJD,top,YJD-0357,VHS-1791,VHS-1194,55.53,74.4552,1,12.270168454571861,16.0,0.0,0.0,1,-1.9426641470588237,0,0.6944190476190477,1,113.0,0.0,4.0,1.0,-3.0,113.0,1.0
79,y1_d047_VHS_YJD,115,1,6,YJD,top,YJD-0357,VHS-1791,VHS-1194,55.3713,73.2918,1,11.460487989451858,16.0,0.0,0.0,1,-1.9426641470588237,0,0.6944190476190477,1,115.0,0.0,4.0,1.0,-3.0,115.0,0.0
80,y1_d047_VHS_YJD,120,1,6,YJD,top,YJD-0357,VHS-1791,VHS-1194,55.0809,75.0951,1,13.051595324298615,16.0,0.0,0.0,1,-1.9426641470588237,0,0.6944190476190477,1,120.0,0.0,4.0,1.0,-3.0,120.0,0.0
81,y1_d047_VHS_YJD,198,1,6,YJD,top,YJD-0380,VHS-2566,NA,54.9033,76.1982,1,14.050815145932583,0.0,0.0,0.0,1,-1.8176954543881334,0,1.5161027027027025,1,198.0,0.0,6.0,1.0,-5.0,198.0,0.0
82,y1_d047_VHS_YJD,199,1,6,YJD,top,YJD-0380,VHS-1129,VHS-2566,53.499,76.2135,1,14.904925974760758,12.0,2.0,0.11552453009332421,1,-1.8176954543881334,0,-1.4920066666666665,0,199.0,0.0,6.0,1.0,-5.0,199.0,1.0
83,y1_d047_VHS_YJD,203,1,6,YJD,top,YJD-0380,VHS-1129,VHS-2566,54.8217,73.1493,1,11.719318462432787,12.0,2.0,0.11552453009332421,1,-1.8176954543881334,0,-1.4920066666666665,0,203.0,0.0,6.0,1.0,-5.0,203.0,0.0
84,y1_d048_MHY_RZQ,124,1,6,RZQ,top,RZQ-0285,MHY-2391,MHY-1398,59.0418,68.9838,1,5.800869001761414,13.0,0.0,0.0,1,2.3310106060240963,1,2.0052,1,124.0,0.0,4.0,1.0,-3.0,124.0,0.0
85,y1_d048_MHY_RZQ,126,1,6,RZQ,top,RZQ-0285,MHY-2391,MHY-1398,58.5858,68.9904,1,6.110559883595808,13.0,0.0,0.0,1,2.3310106060240963,1,2.0052,1,126.0,0.0,4.0,1.0,-3.0,126.0,0.0
86,y1_d048_STK_QEA,167,1,6,QEA,bottom,STK-1988,QEA-0364,QEA-0027,55.3395,71.9253,1,10.477932142539018,101.0,0.0,0.0,0,1.5452183777777777,1,1.6464497409326422,1,167.0,0.0,5.0,1.0,-4.0,167.0,1.0
87,y1_d034_AVV_YJD,91,1,6,YJD,bottom,AVV-2200,YJD-0374,NA,56.1471,71.2848,1,9.454660454680477,0.0,0.0,0.0,0,-1.162639677419355,0,-1.9936329729729731,0,91.0,0.0,0.0,1.0,1.0,91.0,0.0
88,y1_d036_HMN_RZQ,231,1,6,RZQ,top,RZQ-0137,HMN-1140,HMN-1397,56.1324,70.3494,1,8.817986001182167,19.0,0.0,0.0,1,-0.6174015370140845,0,2.596411764705882,1,231.0,0.0,0.0,0.0,0.0,231.0,1.0
89,y1_d037_HMN_RZQ,128,1,6,RZQ,bottom,HMN-1770,RZQ-0274,RZQ-0388,55.2429,71.1693,1,10.027610159071829,27.0,0.0,0.0,0,2.497255387096774,1,-1.6825434210526315,0,128.0,0.0,0.0,1.0,1.0,128.0,0.0
90,y1_d037_HMN_RZQ,129,1,6,RZQ,bottom,HMN-1770,RZQ-0274,RZQ-0388,54.6669,72.942,1,11.674801956316387,27.0,0.0,0.0,0,2.497255387096774,1,-1.6825434210526315,0,129.0,0.0,0.0,1.0,1.0,129.0,0.0
91,y1_d040_TKJ_YJD,110,1,6,YJD,bottom,TKJ-1195,YJD-0209,YJD-0338,56.9058,71.4921,1,9.095408742529214,63.0,1.0,0.0,0,-0.08404049999999996,0,1.1362326923076924,1,110.0,0.0,1.0,2.0,1.0,110.0,0.0
92,y1_d041_TKJ_YJD,260,1,6,YJD,top,YJD-0157,TKJ-2441,TKJ-2254,56.4195,69.5652,1,8.089052911832125,15.0,0.0,0.0,1,2.09331107980456,1,1.075546153846154,1,260.0,0.0,5.0,3.0,-2.0,260.0,1.0
93,y1_d045_WJU_QEA,104,1,6,QEA,top,QEA-0013,WJU-1579,NA,55.3395,71.9253,1,10.477932142539018,0.0,0.0,0.0,1,-1.151004739884393,0,0.7046954545454545,1,104.0,0.0,2.0,0.0,-2.0,104.0,0.0
94,y1_d046_VHS_YJD,201,1,6,YJD,top,YJD-0370,VHS-1791,NA,56.3391,70.8135,1,8.985228139128118,0.0,0.0,0.0,1,1.0033403089005235,1,0.6944190476190477,1,201.0,0.0,1.0,1.0,0.0,201.0,0.0
95,y1_d046_WJU_QEA,277,1,6,QEA,bottom,WJU-1792,QEA-0263,NA,56.1432,72.5265,1,10.377548601919493,0.0,0.0,0.0,0,-1.5322272642857142,0,1.2848490476190475,1,277.0,0.0,3.0,0.0,-3.0,277.0,0.0
96,y1_d037_HMN_RZQ,85,1,6,RZQ,bottom,HMN-1770,RZQ-0214,RZQ-0333,57.2484,68.2881,1,6.650804653324879,230.0,6.0,0.046741551371166645,0,2.497255387096774,1,-1.9239541533546327,0,85.0,0.0,0.0,1.0,1.0,85.0,0.0
98,y1_d043_WJU_QEA,106,1,6,QEA,bottom,WJU-1694,QEA-0180,QEA-0252,55.1658,72.438,1,10.965708970010708,48.0,0.0,0.0,0,-1.1918291020408165,0,0.739754748603352,1,106.0,0.0,0.0,2.0,2.0,106.0,1.0
99,y1_d049_JZK_RZQ,43,1,6,RZQ,top,RZQ-0291,JZK-1715,JZK-1356,56.2269,73.0674,1,10.744599133359985,14.0,0.0,0.0,1,-0.05630445093916915,0,-2.753757692307692,0,43.0,0.0,0.0,1.0,1.0,43.0,0.0
100,y1_d049_JZK_RZQ,45,1,6,RZQ,top,RZQ-0291,JZK-1715,JZK-1356,57.3807,72.8619,1,9.89817151375059,14.0,0.0,0.0,1,-0.05630445093916915,0,-2.753757692307692,0,45.0,0.0,0.0,1.0,1.0,45.0,0.0
101,y1_d049_STK_QEA,70,1,6,QEA,bottom,STK-2088,QEA-0180,NA,59.1585,68.2392,1,5.171762755661408,0.0,0.0,0.0,0,0.8644266583333333,1,0.739754748603352,1,70.0,0.0,0.0,0.0,0.0,70.0,0.0
102,y1_d049_STK_QEA,71,1,6,QEA,bottom,STK-2088,QEA-0252,NA,57.3846,70.1565,1,7.783284198451852,0.0,0.0,0.0,0,0.8644266583333333,1,-0.6225076530612244,0,71.0,0.0,0.0,0.0,0.0,71.0,0.0
103,y1_d049_STK_QEA,76,1,6,QEA,bottom,STK-2088,QEA-0252,NA,61.7625,66.582,1,2.243116123177119,0.0,0.0,0.0,0,0.8644266583333333,1,-0.6225076530612244,0,76.0,0.0,0.0,0.0,0.0,76.0,0.0
